ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	GLOTTOCODE	LATITUDE	LONGITUDE	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
3095	Yanac	face	qaq(ə)λa	qaqλa	q a q ʎ a		113	coro1247	-8.58	-77.99	q a q ʎ a	C V C C V	q a q ʎ a	q a q ʎ a	C V C C V
7190	Azuay	face	ñahui	ñahui	ɲ a w i		104	azua1234	-2.48	-78.97	ɲ a w i	C V C V	ɲ a w i	ɲ a w i	C V C V
3068	Imbabura	face	ñawi	ñawi	ɲ a w i		104	imba1240	-0.23	-78.26	ɲ a w i	C V C V	ɲ a w i	ɲ a w i	C V C V
3076	Napo	face	ñahui	ñahui	ɲ a w i		104	napo1242	-0.04	-76.23	ɲ a w i	C V C V	ɲ a w i	ɲ a w i	C V C V
892	Apuri	far (away)	karu	karu	k a ɾ u		124	apur1253	-12.89	-75.81	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
893	Apurimac	far (away)	karu	karu	k a r u		124	east2551	-13.89	-73.14	k a r u	C V C V	k a r u	k a r u	C V C V
895	Atalla	far (away)	karu	karu	k a r u		124	huan1249	-12.76	-74.87	k a r u	C V C V	k a r u	k a r u	C V C V
896	Ayacucho	far (away)	karu	karu	k a ɾ u		124	ayac1239	-13.85	-74.32	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
7281	Azuay	far (away)	caru	caru	k a ɾ u		124	azua1234	-2.48	-78.97	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
899	Chachapoyas	far (away)	karu	karu	k a r u		124	chac1250	-6.27	-77.66	k a r u	C V C V	k a r u	k a r u	C V C V
901	Chetilla	far (away)	karu	karu	k a r u		124	caja1238	-7.09	-78.32	k a r u	C V C V	k a r u	k a r u	C V C V
907	Huallaga	far (away)	karu	karu	k a r u		124	hual1241	-9.57	-75.59	k a r u	C V C V	k a r u	k a r u	C V C V
910	Huangascar	far (away)	karu	karu	k a ɾ u		124	azan1238	-12.9	-75.83	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
911	HuarazHuailas	far (away)	karu	karu	k a ɾ u		124	huai1241	-9.52	-77.52	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
912	Imbabura	far (away)	karu	karu	k a ɾ u		124	imba1240	-0.23	-78.26	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
913	Inkawasi	far (away)	karu	karu	k a r u		124	lamb1276	-6.17	-79.47	k a r u	C V C V	k a r u	k a r u	C V C V
7363	Jauja	far (away)	kalu	kalu	k a l u		124	jauj1238	-11.67	-75.28	k a l u	C V C V	k a l u	k a l u	C V C V
920	Maragua	far (away)	karu	karu	k a r u		124	sout2991	-18.96	-65.78	k a r u	C V C V	k a r u	k a r u	C V C V
921	Napo	far (away)	caru	caru	k a r u		124	napo1242	-0.04	-76.23	k a r u	C V C V	k a r u	k a r u	C V C V
922	Pacaraos	far (away)	karu	karu	k a ɾ u	karutraw: very far	124	paca1245	-11.14	-76.73	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
927	Puno	far (away)	karu	karu	k a r u		124	puno1238	-14.61	-70.21	k a r u	C V C V	k a r u	k a r u	C V C V
931	Santiagueno	far (away)	karu	karu	k a ɾ u		124	sant1432	-27.79	-64.25	k a ɾ u	C V C V	k a ɾ u	k a ɾ u	C V C V
6491	Apuri	fat (grease)	wira	wira	w i ɾ a		135	apur1253	-12.89	-75.81	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
6493	Apurimac	fat (grease)	wira	wira	w i r a		135	east2551	-13.89	-73.14	w i r a	C V C V	w i r a	w i r a	C V C V
6495	Atalla	fat (grease)	wira	wira	w i r a		135	huan1249	-12.76	-74.87	w i r a	C V C V	w i r a	w i r a	C V C V
6496	Ayacucho	fat (grease)	wira	wira	w i ɾ a		135	ayac1239	-13.85	-74.32	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
7253	Azuay	fat (grease)	huira	huira	w i ɾ a		135	azua1234	-2.48	-78.97	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
6498	Chachapoyas	fat (grease)	wira	wira	w i r a		135	chac1250	-6.27	-77.66	w i r a	C V C V	w i r a	w i r a	C V C V
6500	Chetilla	fat (grease)	wira	wira	w i r a		135	caja1238	-7.09	-78.32	w i r a	C V C V	w i r a	w i r a	C V C V
6505	Huallaga	fat (grease)	wira	wira	w i r a		135	hual1241	-9.57	-75.59	w i r a	C V C V	w i r a	w i r a	C V C V
6508	Huangascar	fat (grease)	wira	wira	w i ɾ a		135	azan1238	-12.9	-75.83	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
6509	HuarazHuailas	fat (grease)	wira	wira	w i ɾ a		135	huai1241	-9.52	-77.52	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
6510	Imbabura	fat (grease)	vira	vira	ɸ i ɾ a		135	imba1240	-0.23	-78.26	ɸ i ɾ a	C V C V	ɸ i ɾ a	ɸ i ɾ a	C V C V
6511	Inkawasi	fat (grease)	wira	wira	w i r a		135	lamb1276	-6.17	-79.47	w i r a	C V C V	w i r a	w i r a	C V C V
7364	Jauja	fat (grease)	wila	wila	w i l a		135	jauj1238	-11.67	-75.28	w i l a	C V C V	w i l a	w i l a	C V C V
6517	Maragua	fat (grease)	wira	wira	w i r a		135	sout2991	-18.96	-65.78	w i r a	C V C V	w i r a	w i r a	C V C V
6518	Pacaraos	fat (grease)	wira	wira	w i ɾ a		135	paca1245	-11.14	-76.73	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
6522	Puno	fat (grease)	wira	wira	w i r a		135	puno1238	-14.61	-70.21	w i r a	C V C V	w i r a	w i r a	C V C V
6526	Santiagueno	fat (grease)	wira	wira	w i ɾ a		135	sant1432	-27.79	-64.25	w i ɾ a	C V C V	w i ɾ a	w i ɾ a	C V C V
6534	Yanac	fat (grease)	wira	wira	w i r a		135	coro1247	-8.58	-77.99	w i r a	C V C V	w i r a	w i r a	C V C V
4114	Apuri	fingernail	sillu	sillu	s i ʎ u		147	apur1253	-12.89	-75.81	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4115	Apurimac	fingernail	sillu	sillu	s i ʎ u		147	east2551	-13.89	-73.14	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4117	Atalla	fingernail	siλu	siλu	s i ʎ u		147	huan1249	-12.76	-74.87	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4118	Ayacucho	fingernail	sillu	sillu	s i ʎ u		147	ayac1239	-13.85	-74.32	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
7210	Azuay	fingernail	shillu	shillu	ʃ i ʎ u		147	azua1234	-2.48	-78.97	ʃ i ʎ u	C V C V	ʃ i ʎ u	ʃ i ʎ u	C V C V
4121	Chachapoyas	fingernail	shillu	shillu	ʃ i dʑ u		147	chac1250	-6.27	-77.66	ʃ i dʑ u	C V C V	ʃ i dʑ u	ʃ i dʑ u	C V C V
4123	Chetilla	fingernail	šidžu	šidžu	ʃ i dʒ u		147	caja1238	-7.09	-78.32	ʃ i dʒ u	C V C V	ʃ i dʒ u	ʃ i dʒ u	C V C V
4128	Huallaga	fingernail	šiλu	šiλu	ʃ i ʎ u		147	hual1241	-9.57	-75.59	ʃ i ʎ u	C V C V	ʃ i ʎ u	ʃ i ʎ u	C V C V
4131	Huangascar	fingernail	sillu	sillu	s i ʎ u		147	azan1238	-12.9	-75.83	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4132	HuarazHuailas	fingernail	shillu	shillu	ʃ i ʎ u		147	huai1241	-9.52	-77.52	ʃ i ʎ u	C V C V	ʃ i ʎ u	ʃ i ʎ u	C V C V
4133	Imbabura	fingernail	sillu	sillu	s i ʎ u		147	imba1240	-0.23	-78.26	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4134	Inkawasi	fingernail	sižu	sižu	s i ʒ u		147	lamb1276	-6.17	-79.47	s i ʒ u	C V C V	s i ʒ u	s i ʒ u	C V C V
7365	Jauja	fingernail	shillu	shillu	ʃ i ʎ u		147	jauj1238	-11.67	-75.28	ʃ i ʎ u	C V C V	ʃ i ʎ u	ʃ i ʎ u	C V C V
4141	Maragua	fingernail	siλu	siλu	s i ʎ u		147	sout2991	-18.96	-65.78	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4142	Napo	fingernail	shillu	shillu	ʃ i ʎ u		147	napo1242	-0.04	-76.23	ʃ i ʎ u	C V C V	ʃ i ʎ u	ʃ i ʎ u	C V C V
4143	Pacaraos	fingernail	shilu	shilu	ʃ i l u		147	paca1245	-11.14	-76.73	ʃ i l u	C V C V	ʃ i l u	ʃ i l u	C V C V
4147	Puno	fingernail	siλu	siλu	s i ʎ u		147	puno1238	-14.61	-70.21	s i ʎ u	C V C V	s i ʎ u	s i ʎ u	C V C V
4151	Santiagueno	fingernail	sillu	sillu	s i ʒ u		147	sant1432	-27.79	-64.25	s i ʒ u	C V C V	s i ʒ u	s i ʒ u	C V C V
4160	Yanac	fingernail	šiλu	šiλu	ʃ i ʎ u		147	coro1247	-8.58	-77.99	ʃ i ʎ u	C V C V	ʃ i ʎ u	ʃ i ʎ u	C V C V
5874	Apuri	fire	nina	nina	n i n a		153	apur1253	-12.89	-75.81	n i n a	C V C V	n i n a	n i n a	C V C V
5875	Apurimac	fire	nina	nina	n i n a		153	east2551	-13.89	-73.14	n i n a	C V C V	n i n a	n i n a	C V C V
5877	Atalla	fire	nina	nina	n i n a		153	huan1249	-12.76	-74.87	n i n a	C V C V	n i n a	n i n a	C V C V
5878	Ayacucho	fire	nina	nina	n i n a		153	ayac1239	-13.85	-74.32	n i n a	C V C V	n i n a	n i n a	C V C V
7241	Azuay	fire	nina	nina	n i n a		153	azua1234	-2.48	-78.97	n i n a	C V C V	n i n a	n i n a	C V C V
5881	Chachapoyas	fire	nina	nina	n i n a		153	chac1250	-6.27	-77.66	n i n a	C V C V	n i n a	n i n a	C V C V
5883	Chetilla	fire	nina	nina	n i n a		153	caja1238	-7.09	-78.32	n i n a	C V C V	n i n a	n i n a	C V C V
5888	Huallaga	fire	nina	nina	n i n a		153	hual1241	-9.57	-75.59	n i n a	C V C V	n i n a	n i n a	C V C V
5891	Huangascar	fire	nina	nina	n i n a		153	azan1238	-12.9	-75.83	n i n a	C V C V	n i n a	n i n a	C V C V
5892	HuarazHuailas	fire	nina	nina	ɲ i ɲ a		153	huai1241	-9.52	-77.52	ɲ i ɲ a	C V C V	ɲ i ɲ a	ɲ i ɲ a	C V C V
5893	Imbabura	fire	nina	nina	n i n a		153	imba1240	-0.23	-78.26	n i n a	C V C V	n i n a	n i n a	C V C V
5894	Inkawasi	fire	nina	nina	n i n a		153	lamb1276	-6.17	-79.47	n i n a	C V C V	n i n a	n i n a	C V C V
7366	Jauja	fire	nina	nina	n i n a		153	jauj1238	-11.67	-75.28	n i n a	C V C V	n i n a	n i n a	C V C V
5901	Maragua	fire	nina	nina	n i n a		153	sout2991	-18.96	-65.78	n i n a	C V C V	n i n a	n i n a	C V C V
5902	Napo	fire	nina	nina	n i n a		153	napo1242	-0.04	-76.23	n i n a	C V C V	n i n a	n i n a	C V C V
5903	Pacaraos	fire	nina	nina	n i n a		153	paca1245	-11.14	-76.73	n i n a	C V C V	n i n a	n i n a	C V C V
5907	Puno	fire	nina	nina	n i n a		153	puno1238	-14.61	-70.21	n i n a	C V C V	n i n a	n i n a	C V C V
5911	Santiagueno	fire	nina	nina	n i n a		153	sant1432	-27.79	-64.25	n i n a	C V C V	n i n a	n i n a	C V C V
5920	Yanac	fire	nina	nina	n i n a		153	coro1247	-8.58	-77.99	n i n a	C V C V	n i n a	n i n a	C V C V
4505	Apuri	five	pichqa	pichqa	p i tʃ q a		162	apur1253	-12.89	-75.81	p i tʃ q a	C V C C V	p i tʃ q a	p i tʃ q a	C V C C V
4506	Apurimac	five	pisca, pichqa	pisca	p i s k a		162	east2551	-13.89	-73.14	p i s k a	C V C C V	p i s k a	p i s k a	C V C C V
4509	Atalla	five	pičχa, pičqa	pičχa	p i tʃ χ a		162	huan1249	-12.76	-74.87	p i tʃ χ a	C V C C V	p i tʃ χ a	p i tʃ χ a	C V C C V
4511	Ayacucho	five	pichqa	pichqa	p i tʃ χ a		162	ayac1239	-13.85	-74.32	p i tʃ χ a	C V C C V	p i tʃ χ a	p i tʃ χ a	C V C C V
7173	Azuay	five	pichca	pichca	p i tʃ k a		162	azua1234	-2.48	-78.97	p i tʃ k a	C V C C V	p i tʃ k a	p i tʃ k a	C V C C V
4514	Chachapoyas	five	pichka	pichka	p i tʃ k a		162	chac1250	-6.27	-77.66	p i tʃ k a	C V C C V	p i tʃ k a	p i tʃ k a	C V C C V
4516	Chetilla	five	pič(ə)γa	pičγa	p i tʃ ʁ a		162	caja1238	-7.09	-78.32	p i tʃ ʁ a	C V C C V	p i tʃ ʁ a	p i tʃ ʁ a	C V C C V
4521	Huallaga	five	pičqa	pičqa	p i tʃ q a		162	hual1241	-9.57	-75.59	p i tʃ q a	C V C C V	p i tʃ q a	p i tʃ q a	C V C C V
4524	Huangascar	five	pichqa	pichqa	p i tʃ q a		162	azan1238	-12.9	-75.83	p i tʃ q a	C V C C V	p i tʃ q a	p i tʃ q a	C V C C V
4525	HuarazHuailas	five	pitsqa	pitsqa	p i ts q a		162	huai1241	-9.52	-77.52	p i ts q a	C V C C V	p i ts q a	p i ts q a	C V C C V
4526	Imbabura	five	pishka	pishka	p i ʃ k a		162	imba1240	-0.23	-78.26	p i ʃ k a	C V C C V	p i ʃ k a	p i ʃ k a	C V C C V
7367	Jauja	five	pichqa	pichqa	p i tʃ ʔ a		162	jauj1238	-11.67	-75.28	p i tʃ ʔ a	C V C C V	p i tʃ ʔ a	p i tʃ ʔ a	C V C C V
4534	Maragua	five	pišqa	pišqa	p i ʃ q a		162	sout2991	-18.96	-65.78	p i ʃ q a	C V C C V	p i ʃ q a	p i ʃ q a	C V C C V
4535	Napo	five	pichca	pichca	p i tʃ k a		162	napo1242	-0.04	-76.23	p i tʃ k a	C V C C V	p i tʃ k a	p i tʃ k a	C V C C V
4536	Pacaraos	five	pisqa	pisqa	p i s ʁ a		162	paca1245	-11.14	-76.73	p i s ʁ a	C V C C V	p i s ʁ a	p i s ʁ a	C V C C V
4540	Puno	five	pisqa	pisqa	p i s q a		162	puno1238	-14.61	-70.21	p i s q a	C V C C V	p i s q a	p i s q a	C V C C V
4544	Santiagueno	five	pishqa	pishqa	p i ʃ q a	in disuse because of vulgar connotation	162	sant1432	-27.79	-64.25	p i ʃ q a	C V C C V	p i ʃ q a	p i ʃ q a	C V C C V
4553	Yanac	five	pitsqa	pitsqa	p i ts q a		162	coro1247	-8.58	-77.99	p i ts q a	C V C C V	p i ts q a	p i ts q a	C V C C V
6870	Apuri	flower	sisa	sisa	s i s a		170	apur1253	-12.89	-75.81	s i s a	C V C V	s i s a	s i s a	C V C V
7260	Azuay	flower	sisa	sisa	s i s a		170	azua1234	-2.48	-78.97	s i s a	C V C V	s i s a	s i s a	C V C V
6893	Huangascar	flower	sisa	sisa	s i s a		170	azan1238	-12.9	-75.83	s i s a	C V C V	s i s a	s i s a	C V C V
6896	Imbabura	flower	sisa	sisa	s i s a		170	imba1240	-0.23	-78.26	s i s a	C V C V	s i s a	s i s a	C V C V
7368	Jauja	flower	sisa	sisa	s i s a		170	jauj1238	-11.67	-75.28	s i s a	C V C V	s i s a	s i s a	C V C V
6906	Napo	flower	sisa	sisa	s i s a		170	napo1242	-0.04	-76.23	s i s a	C V C V	s i s a	s i s a	C V C V
6916	Santiagueno	flower	sisa	sisa	s i s a		170	sant1432	-27.79	-64.25	s i s a	C V C V	s i s a	s i s a	C V C V
6871	Apuri	flower	wayta	wayta	w ai t a		172	apur1253	-12.89	-75.81	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6873	Apurimac	flower	wayta	wayta	w ai t a		172	east2551	-13.89	-73.14	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6876	Atalla	flower	wayta	wayta	w ai t a		172	huan1249	-12.76	-74.87	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6877	Ayacucho	flower	wayta	wayta	w ai t a		172	ayac1239	-13.85	-74.32	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6881	Chachapoyas	flower	wayta	wayta	w ai t a		172	chac1250	-6.27	-77.66	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6894	Huangascar	flower	wayta	wayta	w ai t a		172	azan1238	-12.9	-75.83	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6895	HuarazHuailas	flower	wayta	wayta	w ai t a		172	huai1241	-9.52	-77.52	w ai t a	C V C V	w ai t a	w ai t a	C V C V
7369	Jauja	flower	wayta	wayta	w ai t a		172	jauj1238	-11.67	-75.28	w ai t a	C V C V	w ai t a	w ai t a	C V C V
6907	Pacaraos	flower	waycha	waycha	w ai tʃ a		172	paca1245	-11.14	-76.73	w ai tʃ a	C V C V	w ai tʃ a	w ai tʃ a	C V C V
6926	Yanac	flower	we:ta	we:ta	w eː t a		172	coro1247	-8.58	-77.99	w eː t a	C V C V	w eː t a	w eː t a	C V C V
6872	Apurimac	flower	tika	tika	t i k a		180	east2551	-13.89	-73.14	t i k a	C V C V	t i k a	t i k a	C V C V
6905	Maragua	flower	t'ika	t'ika	tʼ i k a		180	sout2991	-18.96	-65.78	tʼ i k a	C V C V	tʼ i k a	tʼ i k a	C V C V
6911	Puno	flower	t'ika	t'ika	tʼ i k a		180	puno1238	-14.61	-70.21	tʼ i k a	C V C V	tʼ i k a	tʼ i k a	C V C V
6883	Chetilla	flower	tuktu	tuktu	t u k t u		174	caja1238	-7.09	-78.32	t u k t u	C V C C V	t u k t u	t u k t u	C V C C V
6889	Huallaga	flower	tuktu	tuktu	t u k t u		174	hual1241	-9.57	-75.59	t u k t u	C V C C V	t u k t u	t u k t u	C V C C V
6897	Inkawasi	flower	tuktu	tuktu	t u k t u		174	lamb1276	-6.17	-79.47	t u k t u	C V C C V	t u k t u	t u k t u	C V C C V
1581	Napo	fly, to	huamburina	huamburina	w a m b u n a		725	napo1242	-0.04	-76.23	w a m b u n a	C V C C V C V	w a m b u r i n a	w a m b u r i n a	C V C C V C V C V
1553	Apuri	fly, to	pawa-	pawa-	p a w a		183	apur1253	-12.89	-75.81	p a w a	C V C V	p a w a	p a w a	C V C V
1555	Apurimac	fly, to	pala, pawa	pawa	p a w a		183	east2551	-13.89	-73.14	p a w a	C V C V	p a w a	p a w a	C V C V
1557	Atalla	fly, to	pawa.	pawa.	p a w a		183	huan1249	-12.76	-74.87	p a w a	C V C V	p a w a	p a w a	C V C V
1558	Ayacucho	fly, to	pawa	pawa	p a w a		183	ayac1239	-13.85	-74.32	p a w a	C V C V	p a w a	p a w a	C V C V
1561	Chachapoyas	fly, to	pawa	pawa	p a w a		183	chac1250	-6.27	-77.66	p a w a	C V C V	p a w a	p a w a	C V C V
1571	Huangascar	fly, to	pawa-	pawa-	p a w a		183	azan1238	-12.9	-75.83	p a w a	C V C V	p a w a	p a w a	C V C V
1580	Maragua	fly, to	phawa.	phawa.	pʰ a w a		183	sout2991	-18.96	-65.78	pʰ a w a	C V C V	pʰ a w a	pʰ a w a	C V C V
1589	Santiagueno	fly, to	paay	paay	p aː		183	sant1432	-27.79	-64.25	p aː - -	C V	p aː - -	p aː	C V
1563	Chetilla	fly, to	pari	pari	p a r i		34	caja1238	-7.09	-78.32	p a r i	C V C V	p a r i	p a r i	C V C V
1568	Huallaga	fly, to	pa:.ri.	pa:.ri.	p aː r i		34	hual1241	-9.57	-75.59	p aː r i	C V C V	p aː r i	p aː r i	C V C V
1572	HuarazHuailas	fly, to	paari	paari	p aː r i		34	huai1241	-9.52	-77.52	p aː r i	C V C V	p aː r i	p aː r i	C V C V
1574	Inkawasi	fly, to	pa.ri.	pa.ri.	p a r i		34	lamb1276	-6.17	-79.47	p a r i	C V C V	p a r i	p a r i	C V C V
7370	Jauja	fly, to	paaliy	paaliy	p aː l i		34	jauj1238	-11.67	-75.28	p aː l i	C V C V	p aː l i	p aː l i	C V C V
1582	Pacaraos	fly, to	paari	paari	p aː ɾ i		34	paca1245	-11.14	-76.73	p aː ɾ i	C V C V	p aː ɾ i	p aː ɾ i	C V C V
3775	Apuri	foot	traki	traki	ʈ a k i		764	apur1253	-12.89	-75.81	ʈ a k i	C V C V	ʈ a k i	ʈ a k i	C V C V
3776	Apurimac	foot	chaki	chaki	tʃ a k i		764	east2551	-13.89	-73.14	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3778	Atalla	foot	čaki	čaki	tʃ a k i		764	huan1249	-12.76	-74.87	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3779	Ayacucho	foot	chaki	chaki	tʃ a k i		764	ayac1239	-13.85	-74.32	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
7204	Azuay	foot	chaqui	chaqui	tʃ a k i		764	azua1234	-2.48	-78.97	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3782	Chachapoyas	foot	ĉaki	ĉaki	ʈʂ a k i		764	chac1250	-6.27	-77.66	ʈʂ a k i	C V C V	ʈʂ a k i	ʈʂ a k i	C V C V
3784	Chetilla	foot	ĉaki	ĉaki	ʈʂ a k i		764	caja1238	-7.09	-78.32	ʈʂ a k i	C V C V	ʈʂ a k i	ʈʂ a k i	C V C V
3789	Huallaga	foot	čaki	čaki	tʃ a k i		764	hual1241	-9.57	-75.59	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3793	Huangascar	foot	traki	traki	ʈ a k i		764	azan1238	-12.9	-75.83	ʈ a k i	C V C V	ʈ a k i	ʈ a k i	C V C V
3794	HuarazHuailas	foot	chaki	chaki	tʃ a k i		764	huai1241	-9.52	-77.52	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3795	Imbabura	foot	chaki	chaki	tʃ a k i		764	imba1240	-0.23	-78.26	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3796	Inkawasi	foot	ĉaki	ĉaki	ʈʂ a k i		764	lamb1276	-6.17	-79.47	ʈʂ a k i	C V C V	ʈʂ a k i	ʈʂ a k i	C V C V
7371	Jauja	foot	traki	traki	ʈʂ a k i		764	jauj1238	-11.67	-75.28	ʈʂ a k i	C V C V	ʈʂ a k i	ʈʂ a k i	C V C V
3804	Maragua	foot	čaki	čaki	tʃ a k i		764	sout2991	-18.96	-65.78	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3805	Napo	foot	chaqui	chaqui	tʃ a k i		764	napo1242	-0.04	-76.23	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3806	Pacaraos	foot	traki	traki	ʈʂ a k i		764	paca1245	-11.14	-76.73	ʈʂ a k i	C V C V	ʈʂ a k i	ʈʂ a k i	C V C V
3810	Puno	foot	čaki	čaki	tʃ a k i		764	puno1238	-14.61	-70.21	tʃ a k i	C V C V	tʃ a k i	tʃ a k i	C V C V
3814	Santiagueno	foot	chaki	chaki	tʃ a x i		764	sant1432	-27.79	-64.25	tʃ a x i	C V C V	tʃ a x i	tʃ a x i	C V C V
3824	Yanac	foot	ĉaki	ĉaki	ʈʂ a k i		764	coro1247	-8.58	-77.99	ʈʂ a k i	C V C V	ʈʂ a k i	ʈʂ a k i	C V C V
3097	Apuri	forehead	paqtra	paqtra	p a q ʈ a		206	apur1253	-12.89	-75.81	p a q ʈ a	C V C C V	p a q ʈ a	p a q ʈ a	C V C C V
7481	Huangascar	forehead	paqtra	paqtra	p a q ʈ a		206	azan1238	-12.9	-75.83	p a q ʈ a	C V C C V	p a q ʈ a	p a q ʈ a	C V C C V
7373	Jauja	forehead	paqtra	paqtra	p a ʔ ʈʂ a		206	jauj1238	-11.67	-75.28	p a ʔ ʈʂ a	C V C C V	p a ʔ ʈʂ a	p a ʔ ʈʂ a	C V C C V
3099	Apurimac	forehead	mati	mati	m a t i		202	east2551	-13.89	-73.14	m a t i	C V C V	m a t i	m a t i	C V C V
7191	Azuay	forehead	mati	mati	m a t i		202	azua1234	-2.48	-78.97	m a t i	C V C V	m a t i	m a t i	C V C V
3131	Puno	forehead	mat'i	mat'i	m a tʼ i		202	puno1238	-14.61	-70.21	m a tʼ i	C V C V	m a tʼ i	m a tʼ i	C V C V
3101	Atalla	forehead	urku	urku	u r k u		204	huan1249	-12.76	-74.87	u r k u	V C C V	u r k u	u r k u	V C C V
3102	Ayacucho	forehead	urku	urku	u ɾ k u		204	ayac1239	-13.85	-74.32	u ɾ k u	V C C V	u ɾ k u	u ɾ k u	V C C V
3105	Chachapoyas	forehead	urku	urku	u r k u		204	chac1250	-6.27	-77.66	u r k u	V C C V	u r k u	u r k u	V C C V
3107	Chetilla	forehead	urku	urku	u r k u		204	caja1238	-7.09	-78.32	u r k u	V C C V	u r k u	u r k u	V C C V
3112	Huallaga	forehead	urku	urku	u r k u		204	hual1241	-9.57	-75.59	u r k u	V C C V	u r k u	u r k u	V C C V
3116	HuarazHuailas	forehead	urku	urku	u ɾ k u		204	huai1241	-9.52	-77.52	u ɾ k u	V C C V	u ɾ k u	u ɾ k u	V C C V
3118	Inkawasi	forehead	urku	urku	u r k u		204	lamb1276	-6.17	-79.47	u r k u	V C C V	u r k u	u r k u	V C C V
7372	Jauja	forehead	ulku	ulku	u l k u		204	jauj1238	-11.67	-75.28	u l k u	V C C V	u l k u	u l k u	V C C V
3143	Yanac	forehead	urku	urku	u r k u		204	coro1247	-8.58	-77.99	u r k u	V C C V	u r k u	u r k u	V C C V
3972	Apuri	four	tawa	tawa	t a w a		214	apur1253	-12.89	-75.81	t a w a	C V C V	t a w a	t a w a	C V C V
3973	Apurimac	four	tawa	tawa	t a w a		214	east2551	-13.89	-73.14	t a w a	C V C V	t a w a	t a w a	C V C V
3975	Atalla	four	tawa	tawa	t a w a		214	huan1249	-12.76	-74.87	t a w a	C V C V	t a w a	t a w a	C V C V
3976	Ayacucho	four	tawa	tawa	t a w a		214	ayac1239	-13.85	-74.32	t a w a	C V C V	t a w a	t a w a	C V C V
3990	Huangascar	four	tawa	tawa	t a w a		214	azan1238	-12.9	-75.83	t a w a	C V C V	t a w a	t a w a	C V C V
7375	Jauja	four	tawa	tawa	t a w a		214	jauj1238	-11.67	-75.28	t a w a	C V C V	t a w a	t a w a	C V C V
4000	Maragua	four	tawa	tawa	t a w a		214	sout2991	-18.96	-65.78	t a w a	C V C V	t a w a	t a w a	C V C V
4006	Puno	four	tawa	tawa	t a w a		214	puno1238	-14.61	-70.21	t a w a	C V C V	t a w a	t a w a	C V C V
4010	Santiagueno	four	taa	taa	t aː		214	sant1432	-27.79	-64.25	t aː - -	C V	t aː - -	t aː	C V
7172	Azuay	four	chuscu	chuscu	tʃ u s k u		215	azua1234	-2.48	-78.97	tʃ u s k u	C V C C V	tʃ u s k u	tʃ u s k u	C V C C V
3979	Chachapoyas	four	chusku	chusku	tʃ u s k u		215	chac1250	-6.27	-77.66	tʃ u s k u	C V C C V	tʃ u s k u	tʃ u s k u	C V C C V
3981	Chetilla	four	ĉusku	ĉusku	ʈʂ u s k u		215	caja1238	-7.09	-78.32	ʈʂ u s k u	C V C C V	ʈʂ u s k u	ʈʂ u s k u	C V C C V
3986	Huallaga	four	čusku	čusku	tʃ u s k u		215	hual1241	-9.57	-75.59	tʃ u s k u	C V C C V	tʃ u s k u	tʃ u s k u	C V C C V
